1,Frognerseteren,Voksenkollen,Lillevann,Skogen,Voksenlia,Holmenkollen,Besserud,Midtstuen,Skådalen,Vettakollen,Gulleråsen,Gråkammen,Slemdal,Ris,Gaustad,Vinderen,Steinerud,Frøen,Majorstuen,Nationaltheatret,Stortinget,Jernbanetorget,Grønland,Tøyen,Ensjø,Helsfyr,Brynseng,Høyenhall,Manglerud,Ryen,Brattlikollen,Karlsrud,Lambertseter,Munkelia,Bergkrystallen
2,Østerås,Lijordet,Eiksmarka,Ekraveien,Røa,Hovseter,Holmen,Makrellbekken,Smestad,Borgen,Majorstuen,Nationaltheatret,Stortinget,Jernbanetorget,Grønland,Tøyen,Ensjø,Helsfyr,Brynseng,Hellerud,Tveita,Haugerud,Trosterud,Lindeberg,Furuset,Ellingsrudåsen
3,Kolsås,Hauger,Gjettum,Avløs,Haslum,Gjønnes,Bekkestua,Ringstabekk,Jar,Bjørnsletta,Åsjordet,Ullernåsen,Montebello,Smestad,Borgen,Majorstuen,Nationaltheatret,Stortinget,Jernbanetorget,Grønland,Tøyen,Ensjø,Helsfyr,Brynseng,Hellerud,Godlia,Skøyenåsen,Oppsal,Ulsrud,Bøler,Bogerud,Skullerud,Mortensrud
4,Vestli,Stovner,Rommen,Romsås,Grorud,Ammerud,Kalbakken,Rødtvet,Veitvet,Linderud,Vollebekk,Risløkka,Økern,Løren,Sinsen,Storo,Nydalen,Ullevål stadion,Forskningsparken,Blindern,Majorstuen,Nationaltheatret,Stortinget,Jernbanetorget,Grønland,Tøyen,Ensjø,Helsfyr,Brynseng,Høyenhall,Manglerud,Ryen,Brattlikollen,Karlsrud,Lambertseter,Munkelia,Bergkrystallen
5,Sognsvann,Kringsjå,Holstein,Østhorn,Tåsen,Berg,Ullevål stadion,Forskningsparken,Blindern,Majorstuen,Nationaltheatret,Stortinget,Jernbanetorget,Grønland,Tøyen,Carl Berners plass,Sinsen,Storo,Nydalen,Ullevål stadion,Forskningsparken,Blindern,Majorstuen,Nationaltheatret,Stortinget,Jernbanetorget,Grønland,Tøyen,Carl Berners plass,Hasle,Økern,Risløkka,Vollebekk,Linderud,Veitvet,Rødtvet,Kalbakken,Ammerud,Grorud,Romsås,Rommen,Stovner,Vestli
